molecule_chembl_id,canonical_smiles,standard_value,drug_level
CHEMBL3323049,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCc1ccccc1-3,4200.0,Intermediate
CHEMBL3323046,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCCc1ccccc1-2,535.0,Active
CHEMBL3323043,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCc1ccccc1-3,669.0,Active
CHEMBL3323042,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCc1ccccc1-2,216.0,Active
CHEMBL3323039,CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)Cc1ccccc1-3,200.0,Active
CHEMBL3323036,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1Cc1ccccc1-2,142.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,71.5,Active
CHEMBL3323035,c1cc2c(cc1OCCCN1CCCCC1)CN1CCCC1=N2,33.9,Active
CHEMBL3322157,CN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,104.0,Active
CHEMBL3322140,CCN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,233.0,Active
CHEMBL3322141,CCN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,26.3,Active
CHEMBL3322142,CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,94.2,Active
CHEMBL1256415,COc1ccc2nc3c(c(N)c2c1)CCCC3,15000.0,inactive
CHEMBL3322158,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2,2910.0,Intermediate
CHEMBL3322159,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,277.0,Active
CHEMBL3322160,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2,15.4,Active
CHEMBL3322161,O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2,8170.0,Intermediate
CHEMBL3322162,O=C(Cc1cc(=O)oc2cc(O)ccc12)N/N=C1\SCC(=O)N1c1c2c(nc3ccccc13)CCCC2,15700.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,500.0,Active
CHEMBL3322155,CN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,580.0,Active
CHEMBL3322156,CN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,398.0,Active
CHEMBL3313966,O=C(C[n+]1ccccc1)N/N=C/c1ccc(/C=N/NC(=O)C[n+]2ccccc2)cc1.[Cl-].[Cl-],2.3,Active
CHEMBL1134,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],1000.0,Active
CHEMBL3122167,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,65.0,Active
CHEMBL1196204,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,19.3,Active
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,5.9,Active
CHEMBL1194313,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,0,Active
CHEMBL3322231,Cl.O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,2.06,Active
CHEMBL3322234,Cl.O=C(NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,14.2,Active
CHEMBL3322233,Cl.O=C(NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,14.2,Active
CHEMBL3322232,Cl.O=C(NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,0.006,Active
CHEMBL278020,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,2400.0,Intermediate
CHEMBL3310703,CC(=O)N1OC(C)(C)CC(c2ccccc2)=C1CN1C(=O)c2ccccc2C1=O,2500.0,Intermediate
CHEMBL3360758,COC(=O)CC1=NO[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2[C@H]1c1ccccc1,6300.0,Intermediate
CHEMBL3310705,COC(=O)C(CC1=C(c2ccccc2)CC(C)(C)ON1C(C)=O)C(=O)OC,12000.0,inactive
CHEMBL3310704,COC(=O)C(CC1=C(c2ccc(OC)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC,14350.0,inactive
CHEMBL3360757,COC(=O)CC1=NO[C@@H]2CCCC[C@@H]2[C@H]1c1ccccc1,35120.0,inactive
CHEMBL3310706,COC(=O)C(CC1=C(c2ccc(Cl)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC,46760.0,inactive
CHEMBL3310697,CC1(C)C[C@@H](c2ccccc2)C(CN2C(=O)c3ccccc3C2=O)=NO1,65320.0,inactive
CHEMBL3310699,COC(=O)C(CC1=NO[C@@H]2CCC[C@@H]2[C@H]1c1ccccc1)C(=O)OC,75350.0,inactive
CHEMBL3318018,O=c1cc(-c2ccc(CN3CCCCC3)cc2)oc2ccccc12,55.0,Active
CHEMBL3318017,COc1cc2oc(-c3ccc(CN4CCCC4)cc3)cc(=O)c2cc1OC,34.0,Active
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,2670.0,Intermediate
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,300.0,Active
CHEMBL2391486,Cc1cc(=O)oc2cc(OCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,92.0,Active
CHEMBL276473,O=C(/C=C/c1ccccc1)c1ccc(O)cc1,500000.0,inactive
CHEMBL2158994,CN(C)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4680.0,Intermediate
CHEMBL3338991,CN(C)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,10470.0,inactive
CHEMBL3338992,CN(C)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,8950.0,Intermediate
CHEMBL3338993,CN(C)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,13070.0,inactive
CHEMBL3338994,CN(C)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,14240.0,inactive
CHEMBL3337471,CCN(CC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,7630.0,Intermediate
CHEMBL3338995,CCN(CC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,22510.0,inactive
CHEMBL3338996,CCN(CC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,23210.0,inactive
CHEMBL3338997,CCN(CC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,34140.0,inactive
CHEMBL3338998,CCN(CC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,50440.0,inactive
CHEMBL3338999,CCCN(CCC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,64550.0,inactive
CHEMBL3339000,CCCN(CCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,24630.0,inactive
CHEMBL3339001,CCCN(CCC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,5910.0,Intermediate
CHEMBL3339002,CCCN(CCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,29480.0,inactive
CHEMBL3339003,CCCN(CCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,44050.0,inactive
CHEMBL3339004,CCCCN(CCCC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,252960.0,inactive
CHEMBL3339005,CCCCN(CCCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,151830.0,inactive
CHEMBL3339006,CCCCN(CCCC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,21940.0,inactive
CHEMBL3339007,CCCCN(CCCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,76870.0,inactive
CHEMBL3339008,CCCCN(CCCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,162590.0,inactive
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,10540.0,inactive
CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,0.7,Active
CHEMBL3355581,COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)cc(CN(C)C)c1O,21.1,Active
CHEMBL3355580,COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)ccc1O,18.3,Active
CHEMBL3355579,COc1cc(CCC(=O)/C=C/CCCNc2c3c(nc4cc(Cl)ccc24)CC2CC(C)=CC3C2)ccc1O,6.7,Active
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,700.0,Active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,8.0,Active
CHEMBL151763,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,35200.0,inactive
CHEMBL3335072,COc1cccc(CN2CCN(CCCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,21300.0,inactive
CHEMBL3335071,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,8200.0,Intermediate
CHEMBL3335070,COc1cccc(CC2CCN(CCCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,27400.0,inactive
CHEMBL3334506,O=c1oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,14200.0,inactive
CHEMBL3335069,COc1cccc(CN(C)CCCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,8300.0,Intermediate
CHEMBL3335068,CN(CCCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,1100.0,Intermediate
CHEMBL3335067,COc1cccc(CN2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,18000.0,inactive
CHEMBL3335066,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,800.0,Active
CHEMBL3335065,COc1cccc(CC2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,18500.0,inactive
CHEMBL3335064,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,4100.0,Intermediate
CHEMBL3335063,COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,20900.0,inactive
CHEMBL3335062,CN(CCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,8500.0,Intermediate
CHEMBL3335061,COc1cccc(CN2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,11400.0,inactive
CHEMBL3335060,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,900.0,Active
CHEMBL3335059,COc1cccc(CC2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,29300.0,inactive
CHEMBL3335058,O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,20000.0,inactive
CHEMBL3335057,COc1cccc(CN(C)CCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,18400.0,inactive
CHEMBL3335056,CN(CCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,6700.0,Intermediate
CHEMBL3335055,COc1cccc(CN2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,8700.0,Intermediate
CHEMBL3335054,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,6400.0,Intermediate
CHEMBL3335053,COc1cccc(CC2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,13700.0,inactive
CHEMBL3335052,O=c1oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,9200.0,Intermediate
CHEMBL3335051,COc1cccc(CN(C)CCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,1700.0,Intermediate
CHEMBL3335050,CN(CCCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,1000.0,Active
CHEMBL3335049,COc1cccc(CN2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,6200.0,Intermediate
CHEMBL3335048,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,900.0,Active
CHEMBL3335047,COc1cccc(CC2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,4900.0,Intermediate
CHEMBL3335046,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,4300.0,Intermediate
CHEMBL3335032,COc1cccc(CN(C)CCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,2700.0,Intermediate
CHEMBL3335031,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,2100.0,Intermediate
CHEMBL3335030,COc1cccc(CN2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,7300.0,Intermediate
CHEMBL3335029,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,1300.0,Intermediate
CHEMBL3335028,COc1cccc(CC2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,37200.0,inactive
CHEMBL3335027,O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2c1CCCC2,8100.0,Intermediate
CHEMBL3335026,COc1cccc(CN(C)CCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,6000.0,Intermediate
CHEMBL3335025,CN(CCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,2800.0,Intermediate
CHEMBL3335024,CCN(C)C(=O)Oc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12.Cl,40000.0,inactive
CHEMBL3335023,CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl,39700.0,inactive
CHEMBL3335022,CC(c1cc(O)cc2oc(=O)c3ccccc3c12)N(C)C.Cl,33100.0,inactive
CHEMBL3335021,CC(c1cc(O)c2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,18900.0,inactive
CHEMBL3335020,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12.Cl,15100.0,inactive
CHEMBL3335019,COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl,2800.0,Intermediate
CHEMBL3335018,C[C@@H](c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,7900.0,Intermediate
CHEMBL3335017,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,10900.0,inactive
CHEMBL3343705,COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,285.1,Active
CHEMBL3343706,COc1cc2c(cc1OCCCN1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,0,Active
CHEMBL3343707,COc1cc2c(cc1OCCCCCN1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,0,Active
CHEMBL3343708,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,536.4,Active
CHEMBL3343709,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCCN4CCCCC4)cc3C2=O)cc1,0,Active
CHEMBL3343710,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCCCCN4CCCCC4)cc3C2=O)cc1,0,Active
CHEMBL3343711,CNc1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,301.1,Active
CHEMBL3343712,CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,426.0,Active
CHEMBL3343713,CCCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,390.2,Active
CHEMBL3343714,CCCN(CCC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,954.2,Active
CHEMBL3343715,COc1cc2c(cc1OCCNC1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,0,Active
CHEMBL3343716,COc1cc2c(cc1OCCCNC1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,0,Active
CHEMBL3343717,COc1cc2c(cc1OCCCCNC1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2,0,Active
CHEMBL3343718,COc1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,0,Active
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,11.7,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,285.0,Active
CHEMBL3355594,C/C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)C[C@]1(C)O[C@H]21,12110.0,inactive
CHEMBL3338389,C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)[C@H](O)[C@H]4[C@@H](C)CCC31O)c1ccc(=O)[nH]c1C2,60.0,Active
CHEMBL3338388,C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@H](O)CC31O)c1ccc(=O)[nH]c1C2,110.0,Active
CHEMBL3338387,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31O)c1ccc(=O)[nH]c1C2,2170.0,Intermediate
CHEMBL3338386,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31OC)c1ccc(=O)[nH]c1C2,990.0,Active
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,0.54,Active
CHEMBL3343884,Cc1nc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,325.0,Active
CHEMBL3343885,Cc1nc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,92.6,Active
CHEMBL3343920,Cc1nc(C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,153.0,Active
CHEMBL3343922,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c(cn1)[nH]c1ccccc12,91.8,Active
CHEMBL3343882,CCc1nc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,98.2,Active
CHEMBL3343923,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,159.0,Active
CHEMBL3343924,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1,306.0,Active
CHEMBL3343925,COc1ccc(-c2nc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc3c2[nH]c2ccccc23)cc1,149.0,Active
CHEMBL3343926,CC(C)(C)OC(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,187.0,Active
CHEMBL3343927,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@@H]1Cc2c([nH]c3ccccc23)CN1,63.2,Active
CHEMBL3343928,CC1c2[nH]c3ccccc3c2C[C@@H](C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)N1C(=O)OC(C)(C)C,526.0,Active
CHEMBL3343929,CC1N[C@H](C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)Cc2c1[nH]c1ccccc21,203.0,Active
CHEMBL3343930,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,116.0,Active
CHEMBL3343931,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,96.3,Active
CHEMBL3343932,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,153.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,467.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,190.0,Active
CHEMBL129837,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,750.0,Active
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,3030.0,Intermediate
CHEMBL1206,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,260.0,Active
CHEMBL3356528,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3,2530.0,Intermediate
CHEMBL3356529,COc1ccc2nc3c(c(NCCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3,6150.0,Intermediate
CHEMBL3356530,O=C1C=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,14.3,Active
CHEMBL3356531,O=C1C=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,53.7,Active
CHEMBL3356532,O=C1C=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,1.93,Active
CHEMBL3356533,O=C1C=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,5.4,Active
CHEMBL3356534,O=C1C(NCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21,24.7,Active
CHEMBL3356535,O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21,103.0,Active
CHEMBL3356536,O=C1C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21,0.72,Active
CHEMBL3356537,O=C1C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21,9.24,Active
CHEMBL3356538,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3,651.0,Active
CHEMBL3356539,COc1ccc2nc3c(c(NCCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3,348.0,Active
CHEMBL3356540,COc1ccc2nc3c(c(NCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1)CCCC3,1370.0,Intermediate
CHEMBL3356950,COc1ccc2nc3c(c(NCCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1)CCCC3,809.0,Active
CHEMBL3356951,O=C1C(Cl)=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,3.21,Active
CHEMBL3356952,O=C1C(Cl)=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,8.94,Active
CHEMBL3356953,O=C1C(Cl)=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,96.1,Active
CHEMBL3356954,O=C1C(Cl)=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,38.0,Active
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,500.0,Active
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,7.18,Active
CHEMBL1256415,COc1ccc2nc3c(c(N)c2c1)CCCC3,10500.0,inactive
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1.55,Active
CHEMBL3393675,O=C1N[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,46000.0,inactive
CHEMBL3393674,C=CC[C@@H]1[C@H](O)[C@@H](OCc2ccccc2)[C@H](O)CN1CCCCCCCC,22000.0,inactive
CHEMBL3393673,c1ccc(COC[C@H]2NC[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,60000.0,inactive
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,484.0,Active
CHEMBL3403878,COc1cc2oc(-c3cccc(OCC(=O)NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC,32.5,Active
CHEMBL3403877,COc1cc2oc(-c3cccc(OCC(=O)NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC,17.3,Active
CHEMBL3403876,COc1cc2oc(-c3cccc(OCC(=O)NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL3403875,COc1cc2oc(-c3cccc(OCC(=O)NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL3400187,COc1cc2oc(-c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,21.6,Active
CHEMBL3403874,COc1cc2oc(-c3ccc(OCC(=O)NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,6.9,Active
CHEMBL3403873,COc1cc2oc(-c3ccc(OCC(=O)NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL3403872,COc1cc2oc(-c3ccc(OCC(=O)NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL74490,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL3401031,COc1cc2oc(-c3cccc(O)c3)cc(=O)c2c(OC)c1OC,0,Active
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,13.6,Active
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0,Active
CHEMBL3402706,CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,0,Active
CHEMBL3402707,CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,361.0,Active
CHEMBL3402708,CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,1831.0,Intermediate
CHEMBL3402709,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,997.0,Active
CHEMBL3402710,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,860.0,Active
CHEMBL3402711,CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl,0,Active
